user_pk,follower_pk,follower_username,follower_count,thread_user_pk,thread_username,thread_follower_pk,thread_follower_username
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,65931786948.0,h3artst0per
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,65117085178.0,lifewith_kierra
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,21820146307.0,billyhorca15
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,1697714543.0,hollownaw
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,63416203260.0,justkellykellykellykelly
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,63137978796.0,mrmikeymonster
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,1673151900.0,mrsjexis
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,22999388.0,nomoremrniceswiftie
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,63281400865.0,destination_swiftie
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,64376414989.0,morgancapasso
65926866152.0,,,0.0,65926866152.0,zackgrossmusic,7600603865.0,purefirebeats
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,70244829779.0,mykhaylo1604
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,6429044665.0,daphne.berry.77
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,63453933862.0,ruthsmor
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,64329143889.0,swiftiefootball
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,25221956.0,bibitty
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,63508672522.0,emilyngoff
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,19115354.0,kan0060
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,63389431195.0,shineyrays
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,7358467.0,g8ralexis
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,65831907615.0,captureit.rememberit_13
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,63070418078.0,state_of_grace123
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,144193549.0,dawnmsuiter
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,66280683644.0,balieiro_milton
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,63086999261.0,heyitskimberlyn_
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,64377758915.0,cat_tivella27
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,63410479194.0,cassieannemoore
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,65022928022.0,houseofswordcastle
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,63436512338.0,madwoman1028
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,53673718625.0,audrey_haypark
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,39413763.0,mandalevelsup
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,48742128.0,ticaleur
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,63281400865.0,destination_swiftie
28208031286.0,,,0.0,28208031286.0,gen_x_swiftie,33216501.0,strongheather
263147477.0,,,0.0,263147477.0,csimonton1234,63086999261.0,heyitskimberlyn_
9171161844.0,,,0.0,9171161844.0,chayilmediapublishing,68380458367.0,purrfectly_digital
9171161844.0,,,0.0,9171161844.0,chayilmediapublishing,63867812221.0,andrei.butnarasu
9171161844.0,,,0.0,9171161844.0,chayilmediapublishing,66039396680.0,harley_hon
9171161844.0,,,0.0,9171161844.0,chayilmediapublishing,269453214.0,lady______________
9171161844.0,,,0.0,9171161844.0,chayilmediapublishing,63286189826.0,itschargonzalez
9171161844.0,,,0.0,9171161844.0,chayilmediapublishing,45287290086.0,kass.toncm
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,66498375768.0,swiftie__society
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,70244829779.0,mykhaylo1604
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,70418019161.0,spyridont
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,60093415798.0,kat_geez_crochet
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63859891710.0,helen_taylors_version
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65931786948.0,h3artst0per
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63266605793.0,lauramarie2020
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,144193549.0,dawnmsuiter
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63508672522.0,emilyngoff
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,7039742675.0,dangtien_13
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63247647288.0,susan.lynn28
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,1286957434.0,blazwura
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63421916347.0,hellcatbetty
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63297525252.0,mich321
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63272152246.0,tracieverett
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63086999261.0,heyitskimberlyn_
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,2314813608.0,dreamyeyedrose
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63263531582.0,justjan465
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63254457816.0,officealpooja007
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65831907615.0,captureit.rememberit_13
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,35089636993.0,jannielovepoetry
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,66347880302.0,hatfieldbillyjoe447
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,44114052.0,tracyanne90
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,61416871202.0,brianmblack48
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,262458324.0,_mindorbit
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,1951810535.0,andreasruckdeschel
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,53393462507.0,jordystar31
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65020874839.0,claracianferotti
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63098530218.0,forevermadie22
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,64685242307.0,phoenixcorndog
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65947129996.0,spacekitty91
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65022928022.0,houseofswordcastle
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65146157119.0,troyerlayne
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,59201936087.0,krymkrym6807
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,1474257304.0,shauna_na_na_na
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65619394124.0,darbenstine
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,28668060925.0,maddybarnham
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,2466274254.0,cartersporks
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63400759207.0,gootie14
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63281400865.0,destination_swiftie
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,1649226326.0,meg_scribbs17
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,9383015597.0,rachjgillett
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,22999388.0,nomoremrniceswiftie
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63052836871.0,kaitlynpaige64
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,4041659106.0,bummbee1988
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,262284329.0,shangie84
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63888361280.0,jensbooks247
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,19115354.0,kan0060
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,20263409.0,twinkle.tam
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65305122098.0,never.been.anatural
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65117085178.0,lifewith_kierra
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,3694894478.0,meowcii
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,208779775.0,beautyrunningwild
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,64377758915.0,cat_tivella27
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,65140051300.0,tmartin_333
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63070418078.0,state_of_grace123
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,263655858.0,mara_beyea11
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,199292581.0,nikkisrandoms
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,50486203.0,ashcottonmiller87
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,64808081760.0,huma_nity911
61138073750.0,,,0.0,61138073750.0,ella_taylorsversion_,63416203260.0,justkellykellykellykelly
49118101.0,,,0.0,49118101.0,heatherchauvin_,24631321019.0,lori.cunningham.148
49118101.0,,,0.0,49118101.0,heatherchauvin_,13065250.0,imelleblack
49118101.0,,,0.0,49118101.0,heatherchauvin_,48776585413.0,dianesorensen.bb
49118101.0,,,0.0,49118101.0,heatherchauvin_,637860995.0,jessicapats
49118101.0,,,0.0,49118101.0,heatherchauvin_,1197566037.0,br_busby
49118101.0,,,0.0,49118101.0,heatherchauvin_,25628715.0,racheal.cook
49118101.0,,,0.0,49118101.0,heatherchauvin_,294552366.0,christinaslaback
49118101.0,,,0.0,49118101.0,heatherchauvin_,13416051.0,brookerozzie
49118101.0,,,0.0,49118101.0,heatherchauvin_,1836387820.0,ashmcdonald
49118101.0,,,0.0,49118101.0,heatherchauvin_,47582931709.0,ashlundcoaching
49118101.0,,,0.0,49118101.0,heatherchauvin_,11416740.0,richellefredson
49118101.0,,,0.0,49118101.0,heatherchauvin_,63086999261.0,heyitskimberlyn_
49118101.0,,,0.0,49118101.0,heatherchauvin_,247965341.0,confidentteenteacher
49118101.0,,,0.0,49118101.0,heatherchauvin_,2005313830.0,ericalwinter
49118101.0,,,0.0,49118101.0,heatherchauvin_,29628875300.0,_annerajoo_
49118101.0,,,0.0,49118101.0,heatherchauvin_,25891331.0,elizabethlewis.co
64259683494.0,,,0.0,64259683494.0,naomielewo,57899181321.0,geftalker
64259683494.0,,,0.0,64259683494.0,naomielewo,63778044865.0,miyoshi3951
64259683494.0,,,0.0,64259683494.0,naomielewo,61336722799.0,mike_cooler21
64259683494.0,,,0.0,64259683494.0,naomielewo,3016411809.0,shree_sai_associates_s
64259683494.0,,,0.0,64259683494.0,naomielewo,63385901862.0,ivette1t
43816568.0,,,0.0,43816568.0,mollyrasanen,58233712941.0,witchy_helen_
43816568.0,,,0.0,43816568.0,mollyrasanen,25891331.0,elizabethlewis.co
43816568.0,,,0.0,43816568.0,mollyrasanen,2133260319.0,allison.elizabeth._
43816568.0,,,0.0,43816568.0,mollyrasanen,4704154442.0,ashleyrodrigueswellness
43816568.0,,,0.0,43816568.0,mollyrasanen,63086999261.0,heyitskimberlyn_
12982408.0,,,0.0,12982408.0,sydneydelucchi,46040615.0,stylishlysocial
12982408.0,,,0.0,12982408.0,sydneydelucchi,63470524206.0,affaqrana
12982408.0,,,0.0,12982408.0,sydneydelucchi,51521494165.0,shayanmohammadi229
12982408.0,,,0.0,12982408.0,sydneydelucchi,65600755236.0,dhindsa5076
12982408.0,,,0.0,12982408.0,sydneydelucchi,65909049108.0,amazon_product_deal
12982408.0,,,0.0,12982408.0,sydneydelucchi,63044191571.0,crotonmark
12982408.0,,,0.0,12982408.0,sydneydelucchi,63093961089.0,loveyourwifewell
12982408.0,,,0.0,12982408.0,sydneydelucchi,65619394124.0,darbenstine
12982408.0,,,0.0,12982408.0,sydneydelucchi,3878736571.0,lizzyliz_1995
12982408.0,,,0.0,12982408.0,sydneydelucchi,65379274726.0,futuriste0
12982408.0,,,0.0,12982408.0,sydneydelucchi,62579322026.0,nettsnook
12982408.0,,,0.0,12982408.0,sydneydelucchi,62403161120.0,reine.writes.stuff
12982408.0,,,0.0,12982408.0,sydneydelucchi,633309819.0,erikastroup86
12982408.0,,,0.0,12982408.0,sydneydelucchi,46125352730.0,jicsimae
12982408.0,,,0.0,12982408.0,sydneydelucchi,262284329.0,shangie84
12982408.0,,,0.0,12982408.0,sydneydelucchi,63067940437.0,brittanyannreads
12982408.0,,,0.0,12982408.0,sydneydelucchi,199292581.0,nikkisrandoms
12982408.0,,,0.0,12982408.0,sydneydelucchi,63416203260.0,justkellykellykellykelly
12982408.0,,,0.0,12982408.0,sydneydelucchi,47483104899.0,uncommongrace25
12982408.0,,,0.0,12982408.0,sydneydelucchi,263655858.0,mara_beyea11
12982408.0,,,0.0,12982408.0,sydneydelucchi,53673718625.0,audrey_haypark
12982408.0,,,0.0,12982408.0,sydneydelucchi,39413763.0,mandalevelsup
12982408.0,,,0.0,12982408.0,sydneydelucchi,63297525252.0,mich321
12982408.0,,,0.0,12982408.0,sydneydelucchi,15443402.0,accio_jencat
12982408.0,,,0.0,12982408.0,sydneydelucchi,65926866152.0,zackgrossmusic
12982408.0,,,0.0,12982408.0,sydneydelucchi,60439393122.0,nikita.eris
12982408.0,,,0.0,12982408.0,sydneydelucchi,1448404784.0,mrs_emilou
12982408.0,,,0.0,12982408.0,sydneydelucchi,64808081760.0,huma_nity911
12982408.0,,,0.0,12982408.0,sydneydelucchi,63421263906.0,jenna_mcleod_author_
12982408.0,,,0.0,12982408.0,sydneydelucchi,65117085178.0,lifewith_kierra
12982408.0,,,0.0,12982408.0,sydneydelucchi,65020874839.0,claracianferotti
12982408.0,,,0.0,12982408.0,sydneydelucchi,65741261625.0,_christina_marisa_
12982408.0,,,0.0,12982408.0,sydneydelucchi,63400759207.0,gootie14
12982408.0,,,0.0,12982408.0,sydneydelucchi,63070418078.0,state_of_grace123
12982408.0,,,0.0,12982408.0,sydneydelucchi,64608113603.0,jharless__
12982408.0,,,0.0,12982408.0,sydneydelucchi,11938370.0,kimberleyk23
12982408.0,,,0.0,12982408.0,sydneydelucchi,2466274254.0,cartersporks
12982408.0,,,0.0,12982408.0,sydneydelucchi,257703489.0,rachel.tries.her.best
12982408.0,,,0.0,12982408.0,sydneydelucchi,63052836871.0,kaitlynpaige64
12982408.0,,,0.0,12982408.0,sydneydelucchi,1243392795.0,tdale313
12982408.0,,,0.0,12982408.0,sydneydelucchi,227496556.0,ohcrystalo
12982408.0,,,0.0,12982408.0,sydneydelucchi,63468376629.0,annebarringer
12982408.0,,,0.0,12982408.0,sydneydelucchi,48836837582.0,kcwreads
12982408.0,,,0.0,12982408.0,sydneydelucchi,63129614244.0,thestoryofvarun
12982408.0,,,0.0,12982408.0,sydneydelucchi,63068917394.0,wsig
12982408.0,,,0.0,12982408.0,sydneydelucchi,4426934.0,alliwithasmile
12982408.0,,,0.0,12982408.0,sydneydelucchi,1486138221.0,lfcmel
12982408.0,,,0.0,12982408.0,sydneydelucchi,63086999261.0,heyitskimberlyn_
12982408.0,,,0.0,12982408.0,sydneydelucchi,209356680.0,dacrazykatlady
12982408.0,,,0.0,12982408.0,sydneydelucchi,3644308450.0,cathy___nd
12982408.0,,,0.0,12982408.0,sydneydelucchi,30542633519.0,rubyissleeping1
12982408.0,,,0.0,12982408.0,sydneydelucchi,63098530218.0,forevermadie22
12982408.0,,,0.0,12982408.0,sydneydelucchi,63090245861.0,booklovejess
12982408.0,,,0.0,12982408.0,sydneydelucchi,63281400865.0,destination_swiftie
12982408.0,,,0.0,12982408.0,sydneydelucchi,1836387820.0,ashmcdonald
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63064839081.0,whatifbarackorhillarydidit
63410479194.0,,,0.0,63410479194.0,cassieannemoore,1589821445.0,sshrubbs
63410479194.0,,,0.0,63410479194.0,cassieannemoore,66876532774.0,rock.philip
63410479194.0,,,0.0,63410479194.0,cassieannemoore,69548373902.0,theadhdinfj
63410479194.0,,,0.0,63410479194.0,cassieannemoore,70382111375.0,bonnies5945
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63367833785.0,villainchrisk
63410479194.0,,,0.0,63410479194.0,cassieannemoore,71850818855.0,aether.and.ink.stories
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63120793284.0,lexxxinstereo
63410479194.0,,,0.0,63410479194.0,cassieannemoore,67991755319.0,reese_hc
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63018679930.0,elwoodpdowd2
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63126653816.0,matthewdalbertson
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63383172164.0,r.a.s.chimp.rob
63410479194.0,,,0.0,63410479194.0,cassieannemoore,71890648772.0,thepinkfirehawk
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63230341872.0,pageistherage
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63488865722.0,macpuffins
63410479194.0,,,0.0,63410479194.0,cassieannemoore,1530430330.0,leclairmiranda
63410479194.0,,,0.0,63410479194.0,cassieannemoore,67978606130.0,tomnicholsgmail.com_
63410479194.0,,,0.0,63410479194.0,cassieannemoore,68960609395.0,f.amir.e.2
63410479194.0,,,0.0,63410479194.0,cassieannemoore,69792190729.0,nattileigh
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63601610018.0,erinspiegel
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63070418078.0,state_of_grace123
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63493832145.0,liz_can_fly
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63323722497.0,bevd1959
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63647336340.0,pwwroa
63410479194.0,,,0.0,63410479194.0,cassieannemoore,229562098.0,daverau
63410479194.0,,,0.0,63410479194.0,cassieannemoore,70815600788.0,_aja.james
63410479194.0,,,0.0,63410479194.0,cassieannemoore,6057648739.0,joanstoutenborough
63410479194.0,,,0.0,63410479194.0,cassieannemoore,65803918074.0,vycette
63410479194.0,,,0.0,63410479194.0,cassieannemoore,15483915.0,dcredhead137
63410479194.0,,,0.0,63410479194.0,cassieannemoore,70248155205.0,abdulkarim82hamad
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63093313536.0,marshalmallowplays
63410479194.0,,,0.0,63410479194.0,cassieannemoore,5621456.0,mellionaire
63410479194.0,,,0.0,63410479194.0,cassieannemoore,199382204.0,rabbicy
63410479194.0,,,0.0,63410479194.0,cassieannemoore,2967068315.0,tonyblonie
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63086999261.0,heyitskimberlyn_
63410479194.0,,,0.0,63410479194.0,cassieannemoore,9840286200.0,hak091391
63410479194.0,,,0.0,63410479194.0,cassieannemoore,594724809.0,hannahh.0113
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63090245861.0,booklovejess
63410479194.0,,,0.0,63410479194.0,cassieannemoore,7039742675.0,dangtien_13
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63098596474.0,elainarae2k
63410479194.0,,,0.0,63410479194.0,cassieannemoore,65831907615.0,captureit.rememberit_13
63410479194.0,,,0.0,63410479194.0,cassieannemoore,144193549.0,dawnmsuiter
63410479194.0,,,0.0,63410479194.0,cassieannemoore,1603373156.0,bookishswiftie04
63410479194.0,,,0.0,63410479194.0,cassieannemoore,9493529313.0,jeintheop
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63264521405.0,_nasymal
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63254457816.0,officealpooja007
63410479194.0,,,0.0,63410479194.0,cassieannemoore,61416871202.0,brianmblack48
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63943005455.0,poetry_by_ed
63410479194.0,,,0.0,63410479194.0,cassieannemoore,66280683644.0,balieiro_milton
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63129614244.0,thestoryofvarun
63410479194.0,,,0.0,63410479194.0,cassieannemoore,65020874839.0,claracianferotti
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63888361280.0,jensbooks247
63410479194.0,,,0.0,63410479194.0,cassieannemoore,65947129996.0,spacekitty91
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63266605793.0,lauramarie2020
63410479194.0,,,0.0,63410479194.0,cassieannemoore,367818200.0,laurajanedunlap
63410479194.0,,,0.0,63410479194.0,cassieannemoore,65022928022.0,houseofswordcastle
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63052836871.0,kaitlynpaige64
63410479194.0,,,0.0,63410479194.0,cassieannemoore,61138073750.0,ella_taylorsversion_
63410479194.0,,,0.0,63410479194.0,cassieannemoore,3878736571.0,lizzyliz_1995
63410479194.0,,,0.0,63410479194.0,cassieannemoore,22999388.0,nomoremrniceswiftie
63410479194.0,,,0.0,63410479194.0,cassieannemoore,65619394124.0,darbenstine
63410479194.0,,,0.0,63410479194.0,cassieannemoore,64808081760.0,huma_nity911
63410479194.0,,,0.0,63410479194.0,cassieannemoore,4041659106.0,bummbee1988
63410479194.0,,,0.0,63410479194.0,cassieannemoore,39413763.0,mandalevelsup
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63070311372.0,tiffanypep
63410479194.0,,,0.0,63410479194.0,cassieannemoore,7689038744.0,wobegon74
63410479194.0,,,0.0,63410479194.0,cassieannemoore,3694894478.0,meowcii
63410479194.0,,,0.0,63410479194.0,cassieannemoore,64332677385.0,lindsay.villandry
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63463848550.0,alberto_roman83
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63098530218.0,forevermadie22
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63281400865.0,destination_swiftie
63410479194.0,,,0.0,63410479194.0,cassieannemoore,33216501.0,strongheather
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63843145317.0,lyliana1277
63410479194.0,,,0.0,63410479194.0,cassieannemoore,63468376629.0,annebarringer
28668060925.0,,,0.0,28668060925.0,maddybarnham,2466274254.0,cartersporks
28668060925.0,,,0.0,28668060925.0,maddybarnham,4693244864.0,abdo_ak_98
28668060925.0,,,0.0,28668060925.0,maddybarnham,66091782398.0,poets.made.of.ash
28668060925.0,,,0.0,28668060925.0,maddybarnham,45946009988.0,abri1martinez
28668060925.0,,,0.0,28668060925.0,maddybarnham,65707012628.0,chelseabearx
28668060925.0,,,0.0,28668060925.0,maddybarnham,1603373156.0,bookishswiftie04
28668060925.0,,,0.0,28668060925.0,maddybarnham,61138073750.0,ella_taylorsversion_
28668060925.0,,,0.0,28668060925.0,maddybarnham,63098530218.0,forevermadie22
28668060925.0,,,0.0,28668060925.0,maddybarnham,63888361280.0,jensbooks247
28668060925.0,,,0.0,28668060925.0,maddybarnham,63436512338.0,madwoman1028
28668060925.0,,,0.0,28668060925.0,maddybarnham,63086999261.0,heyitskimberlyn_
1077666238.0,,,0.0,1077666238.0,_candeus,70834202911.0,wickedbooksandtales
1077666238.0,,,0.0,1077666238.0,_candeus,63102401975.0,stylishluckycharm
1077666238.0,,,0.0,1077666238.0,_candeus,66124654010.0,mistyrp99
1077666238.0,,,0.0,1077666238.0,_candeus,229562098.0,daverau
1077666238.0,,,0.0,1077666238.0,_candeus,5552570151.0,amberlynnboz
1077666238.0,,,0.0,1077666238.0,_candeus,63412603181.0,hollisbischoff
1077666238.0,,,0.0,1077666238.0,_candeus,63381245915.0,jameswritesurprisingly
1077666238.0,,,0.0,1077666238.0,_candeus,63004270624.0,idrenalion
1077666238.0,,,0.0,1077666238.0,_candeus,67991755319.0,reese_hc
1077666238.0,,,0.0,1077666238.0,_candeus,5909955314.0,aurorastands
1077666238.0,,,0.0,1077666238.0,_candeus,51228479846.0,cjmanahan.nm_afa
1077666238.0,,,0.0,1077666238.0,_candeus,63459158103.0,flycurran
1077666238.0,,,0.0,1077666238.0,_candeus,3927473098.0,barklaysmom
1077666238.0,,,0.0,1077666238.0,_candeus,63086999261.0,heyitskimberlyn_
40160303320.0,,,0.0,40160303320.0,bossmummas_,45287290086.0,kass.toncm
68235013110.0,,,0.0,68235013110.0,sassifiedmoni,64219829722.0,richay.bikhari
49125022257.0,,,0.0,49125022257.0,spamacc9435,6336337.0,lizstelow
49125022257.0,,,0.0,49125022257.0,spamacc9435,63625112019.0,teia888
49125022257.0,,,0.0,49125022257.0,spamacc9435,176967549.0,juzbcuzithasntbindunb4
49125022257.0,,,0.0,49125022257.0,spamacc9435,63086999261.0,heyitskimberlyn_
6830875496.0,,,0.0,6830875496.0,jenniferwellsbull,71901903657.0,poetryoracle
6830875496.0,,,0.0,6830875496.0,jenniferwellsbull,63412603181.0,hollisbischoff
6830875496.0,,,0.0,6830875496.0,jenniferwellsbull,65104537869.0,free.spirit.academy
6830875496.0,,,0.0,6830875496.0,jenniferwellsbull,67706841256.0,williamsoklahoma77
6830875496.0,,,0.0,6830875496.0,jenniferwellsbull,63086999261.0,heyitskimberlyn_
6830875496.0,,,0.0,6830875496.0,jenniferwellsbull,233667994.0,kimfrase73
6830875496.0,,,0.0,6830875496.0,jenniferwellsbull,62863447280.0,julieemovon_author
63088302232.0,,,0.0,63088302232.0,enigma956,69772213557.0,brendadunphy08
63088302232.0,,,0.0,63088302232.0,enigma956,63086999261.0,heyitskimberlyn_
63490768176.0,,,0.0,63490768176.0,kyle.ireton.phd,63086999261.0,heyitskimberlyn_
63490768176.0,,,0.0,63490768176.0,kyle.ireton.phd,63251958501.0,hellodavidryan
1836387820.0,,,0.0,1836387820.0,ashmcdonald,25891331.0,elizabethlewis.co
1836387820.0,,,0.0,1836387820.0,ashmcdonald,2133260319.0,allison.elizabeth._
1836387820.0,,,0.0,1836387820.0,ashmcdonald,24079099695.0,thepaigeroane
1836387820.0,,,0.0,1836387820.0,ashmcdonald,217951381.0,shelaghghering
1836387820.0,,,0.0,1836387820.0,ashmcdonald,4704154442.0,ashleyrodrigueswellness
1836387820.0,,,0.0,1836387820.0,ashmcdonald,294552366.0,christinaslaback
1836387820.0,,,0.0,1836387820.0,ashmcdonald,996937859.0,ourinspiredlives
1836387820.0,,,0.0,1836387820.0,ashmcdonald,63086999261.0,heyitskimberlyn_
1836387820.0,,,0.0,1836387820.0,ashmcdonald,43816568.0,mollyrasanen
1836387820.0,,,0.0,1836387820.0,ashmcdonald,63134347882.0,durtehaz
1836387820.0,,,0.0,1836387820.0,ashmcdonald,1906192430.0,helenthacker
1836387820.0,,,0.0,1836387820.0,ashmcdonald,47582931709.0,ashlundcoaching
1836387820.0,,,0.0,1836387820.0,ashmcdonald,13416051.0,brookerozzie
63232829953.0,,,0.0,63232829953.0,kansas_independent,63086999261.0,heyitskimberlyn_
63232829953.0,,,0.0,63232829953.0,kansas_independent,69772213557.0,brendadunphy08
13416051.0,,,0.0,13416051.0,brookerozzie,48776585413.0,dianesorensen.bb
13416051.0,,,0.0,13416051.0,brookerozzie,637860995.0,jessicapats
13416051.0,,,0.0,13416051.0,brookerozzie,29628875300.0,_annerajoo_
13416051.0,,,0.0,13416051.0,brookerozzie,49118101.0,heatherchauvin_
13416051.0,,,0.0,13416051.0,brookerozzie,25891331.0,elizabethlewis.co
13416051.0,,,0.0,13416051.0,brookerozzie,247965341.0,confidentteenteacher
13416051.0,,,0.0,13416051.0,brookerozzie,4704154442.0,ashleyrodrigueswellness
13416051.0,,,0.0,13416051.0,brookerozzie,294552366.0,christinaslaback
13416051.0,,,0.0,13416051.0,brookerozzie,63086999261.0,heyitskimberlyn_
13416051.0,,,0.0,13416051.0,brookerozzie,47582931709.0,ashlundcoaching
